,node_key,live,geometry,longitude,latitude
106,373478586,True,POINT (453918.875 303446.34375),-1.2048794325772234,52.62610794951278
107,1079334389,True,POINT (453995.1875 303249.53125),-1.2037842674432455,52.62433125972918
108,528853524,True,POINT (454639.21875 303327.8125),-1.1942583429928642,52.62497062296216
109,528853125,True,POINT (454328.84375 303354.875),-1.1988385301272142,52.625244965417934
110,3168780579,True,POINT (454272.09375 303201.09375),-1.1997020115547945,52.62386831127645
111,255710495,True,POINT (453692.0625 303962.1875),-1.2081461635643393,52.63076723389241
112,605098,True,POINT (453508.21875 303365.84375),-1.2109585250220594,52.625424887272125
113,373478595,True,POINT (453612.9375 303381.15625),-1.2094091978252126,52.625552220707156
114,373478716,True,POINT (453363.96875 303331.96875),-1.2130947678218702,52.62513455597425
115,5175493334,True,POINT (453498.65625 303177.75),-1.211130168377736,52.62373507464959
116,1515500096,True,POINT (453740.5 303398.125),-1.2075221559379221,52.62569216575974
117,373478599,True,POINT (453621.21875 303490.09375),-1.209269227869844,52.626530630531306
118,605110,True,POINT (453337.25 303325.5625),-1.2134904722035746,52.62507959080791
119,373494148,True,POINT (453375.28125 303500.78125),-1.2129004517602155,52.626650882696616
120,2183316244,True,POINT (453757.65625 303524.625),-1.2072481913881474,52.62682756337577
121,373478612,True,POINT (453605.15625 303679.25),-1.20947587120059,52.6282325155729
122,373478636,True,POINT (453696.78125 303616.25),-1.208132570080977,52.62765718062317
123,251516224,True,POINT (453013.0625 303310.71875),-1.2182815390202353,52.624977845172616
124,360299325,True,POINT (453341.125 303169.46875),-1.213458379433205,52.6236761014215
125,373478717,True,POINT (453383.5625 303583.53125),-1.212764778728678,52.627393900367125
126,373494181,True,POINT (453240.5625 303502.625),-1.214890204280747,52.62668065591304
127,360760371,True,POINT (452911.34375 303255.84375),-1.219792829532001,52.624494480323385
128,437464412,True,POINT (452783.375 303434.6875),-1.221654567717063,52.62611451902333
129,360331680,True,POINT (453427.875 303172.0625),-1.2121765879852515,52.62369090512821
130,360299355,True,POINT (453386.5625 303064.15625),-1.2128042067677318,52.62272500269096
131,360760376,True,POINT (452961.375 303171.0625),-1.2190673698079224,52.62372752243924
132,437464472,True,POINT (452789.875 303474.1875),-1.2215522533874195,52.62646895011251
133,393946525,True,POINT (452601.40625 303476.03125),-1.2243359925710025,52.62650377720738
134,360331697,True,POINT (453428.875 303145.1875),-1.2121661535174508,52.62344923056492
135,360331702,True,POINT (453462.78125 303000.90625),-1.2116886255815584,52.62214897210592
136,605112,True,POINT (452761.6875 303151.21875),-1.2220200995003228,52.62356854823946
137,434372800,True,POINT (452815.03125 303186.21875),-1.2212265837274292,52.62387798492098
138,434372782,True,POINT (452730.84375 303132.46875),-1.222478674253511,52.62340299604647
139,355721908,True,POINT (452804.34375 303086.78125),-1.2214003050902182,52.62298518762652
140,605113,True,POINT (452834.84375 303202.3125),-1.2209313660015602,52.62402072669253
141,393946506,True,POINT (452607.65625 303447.25),-1.22424824163872,52.62624446086334
142,353867785,True,POINT (452539.0625 303013.28125),-1.2253303505456639,52.62235018058859
143,434372796,True,POINT (452597.34375 303177.09375),-1.2244434903889263,52.62381704706605
144,355721912,True,POINT (452893.75 303045.5),-1.2200863090917624,52.622605430886544
145,4193505809,True,POINT (452844.71875 303117.09375),-1.2207991020644036,52.62325374434449
146,360760368,True,POINT (452878.78125 303135.25),-1.2202930738742312,52.623413640071185
147,433731493,True,POINT (452482.6875 303423.90625),-1.2260979530116545,52.626046694784094
148,393945776,True,POINT (452275.40625 302764.09375),-1.2292640121790444,52.62013564416327
149,353867815,True,POINT (452579.25 302957.875),-1.2247455592297776,52.62184825677806
150,434372798,True,POINT (452603.6875 303167.125),-1.224351370744638,52.62372682558766
151,434372795,True,POINT (452538.78125 303156.3125),-1.2253118120457744,52.623635903813835
152,355721910,True,POINT (453021.3125 302996.96875),-1.218209913581907,52.62215677355504
153,355721916,True,POINT (453055.09375 303110.375),-1.2176927824074566,52.62317287854188
154,360760386,True,POINT (452922.46875 303155.46875),-1.2196445428445934,52.623591137183176
155,360760384,True,POINT (453034.6875 303191.0625),-1.2179812743859815,52.6239001597734
156,9832562,True,POINT (455222.625 307973.125),-1.184864948711953,52.666667482096855
157,721374737,True,POINT (455327.96875 308308.3125),-1.1832512564452242,52.669669682058284
158,9832563,True,POINT (455269.4375 307938.59375),-1.1841785925018231,52.666352328220135
159,10036684,True,POINT (455226.375 307907.21875),-1.184820524551353,52.66607468523336
160,1406272051,True,POINT (455384.96875 308314.875),-1.1824073385570282,52.66972286174368
161,1194169351,True,POINT (455177.71875 308548.9375),-1.1854326830831572,52.671847885436186
162,10036685,True,POINT (455275.71875 307938.71875),-1.184085702345331,52.66635281272687
163,298580133,True,POINT (455223.1875 307889.21875),-1.1848706615773763,52.66591321152022
164,2030110478,True,POINT (455354.46875 308233.5625),-1.1828719509813514,52.66899507277398
165,1194169348,True,POINT (455155.90625 308485.5),-1.185765822236483,52.67127987667166
166,19730128,True,POINT (455562.40625 308234.8125),-1.1797971705093107,52.66898507872387
167,19578192,True,POINT (455355.71875 307859.46875),-1.182916173118139,52.665632307570085
168,19730149,True,POINT (456486.40625 309883.34375),-1.1658527941289536,52.68370793694818
169,19731232,True,POINT (454744.71875 307657.1875),-1.1919832922460651,52.66387596000922
170,19730126,True,POINT (455523.15625 308129.8125),-1.1803951764881893,52.6680452734688
171,9832572,True,POINT (456079.65625 307430.59375),-1.1722856628271774,52.66170301260172
172,893938171,True,POINT (456080.75 307413.4375),-1.172272405784388,52.661548686606025
173,10866314,True,POINT (456069 307441.53125),-1.1724413435438714,52.66180242676687
174,19843452,True,POINT (456099.90625 307455.78125),-1.171982018820948,52.661927325992586
175,5006119369,True,POINT (456063.75 307399.71875),-1.1725260532555069,52.661427126738396
176,9832573,True,POINT (456147.34375 307301.40625),-1.1713069585807754,52.66053478899419
177,8258555247,True,POINT (456061.34375 307442.53125),-1.1725543605773412,52.66181220556126
178,256335426,True,POINT (456216 307627.03125),-1.1702365906985646,52.663454647272
179,1674994109,True,POINT (456118.03125 307276.3125),-1.1717445519188778,52.66031225602264
180,10537438,True,POINT (456153.40625 307300.5),-1.1712174898220293,52.660526016431156
181,1674994108,True,POINT (456174.375 307275.375),-1.170911777972741,52.6602980068312
182,1674994148,True,POINT (456212.9375 307332.625),-1.1703319651568984,52.66080862393554
183,10537439,True,POINT (456174.09375 307268.71875),-1.1709170674705864,52.660238204602706
184,1503145615,True,POINT (456385.8125 307478.90625),-1.1677513477028019,52.66210559377898
185,9832589,True,POINT (456731.25 306707.15625),-1.1627770349047597,52.65513258503661
186,261582584,True,POINT (456766.71875 306742.21875),-1.1622467382513597,52.655444048453916
187,262873778,True,POINT (456953.125 306406.75),-1.1595492070117404,52.65240910821027
188,261583478,True,POINT (456349.625 306991.21875),-1.1683695108067442,52.657725654310354
189,261583246,True,POINT (456827.5625 306805.3125),-1.161336533236271,52.656004821699355
190,261578972,True,POINT (456678.96875 306826.0625),-1.1635294250287638,52.65620685664951
191,262874012,True,POINT (457003.875 306455.78125),-1.1587906476656453,52.65284451601674
192,19579649,True,POINT (457086.5625 306262.9375),-1.157601791938056,52.65110241776273
193,1179164676,True,POINT (456385.875 307031.4375),-1.1678267934659887,52.65808340975906
194,1179176365,True,POINT (456205.4375 307165.78125),-1.1704712233402972,52.659309684730225
195,262450263,True,POINT (456870.6875 306851.3125),-1.16069116118753,52.65641379148698
196,262450702,True,POINT (456391.25 307037.09375),-1.1677463732619306,52.65813369452194
197,1654531086,True,POINT (456330.46875 307081.4375),-1.16863730126932,52.65853859325817
198,1179176363,True,POINT (456232.78125 307198.5625),-1.170061428871082,52.65960151774195
199,9832596,True,POINT (457618.40625 305913.3125),-1.149802142349289,52.647903618302934
200,744538617,True,POINT (457662.5625 306075.0625),-1.1491213528553885,52.64935285944243
201,825295007,True,POINT (457705.15625 305894.375),-1.148523387212058,52.64772419203149
202,14615340,True,POINT (457364.75 305982.78125),-1.153538826326026,52.64855488218015
203,401649050,True,POINT (457566.5 306094.90625),-1.1505376328518353,52.64954141183001
204,339321434,True,POINT (457683.46875 306139.75),-1.1488010855541022,52.64993209804408
205,9832597,True,POINT (457756.65625 305883.15625),-1.147764242395411,52.64761788023084
206,825294894,True,POINT (457791.34375 306025.5),-1.1472267231607234,52.64889367929103
207,401652835,True,POINT (457272.3125 306031.375),-1.1548965451497228,52.64900142556484
208,14615338,True,POINT (457360.5 305960.96875),-1.1536054218521354,52.6483592642607
209,401650057,True,POINT (457556.25 306041.21875),-1.1506984687431296,52.64905991591404
210,825295004,True,POINT (457540.25 306044.65625),-1.1509343375274972,52.649092508644905
211,401648153,True,POINT (457655.28125 306211.625),-1.149205145808534,52.65058115209399
212,339321441,True,POINT (457654.9375 306289.96875),-1.1491965612059116,52.6512853974209
213,19845980,True,POINT (457722.375 305804.9375),-1.1482845309930971,52.64691843618573
214,825295042,True,POINT (457823.375 305868.15625),-1.146780849971702,52.64747595630911
215,825294898,True,POINT (457806.3125 305960.28125),-1.1470169023042078,52.64830585553177
216,19579650,True,POINT (457102 306245.46875),-1.1573766448367901,52.65094377431429
217,401652833,True,POINT (457243.03125 306149.0625),-1.1553089193023778,52.650062370238004
218,825295314,True,POINT (457293.1875 305927.65625),-1.1546060044681943,52.64806692666871
219,698662729,True,POINT (457575.3125 305839.40625),-1.15045188709302,52.64724386254006
220,14615329,True,POINT (457622.125 305618.96875),-1.149798482215011,52.645257452593405
221,9832598,True,POINT (457854.84375 305861.09375),-1.1463170204467819,52.64740912508819
222,825295041,True,POINT (457837.1875 305831.90625),-1.1465830615368666,52.64714864624764
223,698662693,True,POINT (457628 305745.15625),-1.1496896686524183,52.64639109316914
224,825295294,True,POINT (457615.6875 305628.90625),-1.1498918834089098,52.645347460280306
225,10301572,True,POINT (457866.25 305856.84375),-1.146149195688499,52.64736970894411
226,16732205,True,POINT (457989.6875 306075.09375),-1.1442866782665997,52.6493183373857
227,698662710,True,POINT (457750.6875 305647.3125),-1.1478936476616628,52.645498583659894
228,1322750248,True,POINT (458139 305603.15625),-1.1421629435273666,52.645060284545195
229,1322746775,True,POINT (457892.9375 305883.8125),-1.1457500691363889,52.64760928128546
230,698662741,True,POINT (458025.375 306200.3125),-1.1437372630784888,52.650440081663426
231,261873323,True,POINT (458005.5625 306069.71875),-1.144053000743553,52.64926832918231
232,825294750,True,POINT (457908.25 306101.21875),-1.1454856877320845,52.64956184974214
233,698662712,True,POINT (457738.9375 305650.25),-1.1480667760029235,52.64552623615107
234,698662699,True,POINT (457737.375 305611.625),-1.148096611222554,52.64517921314791
235,1322749121,True,POINT (458180.9375 305594.625),-1.141544700238445,52.64497911286621
236,698662706,True,POINT (458100.8125 305496.40625),-1.1427460284597921,52.64410482369657
237,1477733401,True,POINT (458059.09375 306236.28125),-1.1432325946099091,52.65075979273854
238,1477733410,True,POINT (458044.3125 306257.71875),-1.1434472930981003,52.650954066627385
239,1378057434,True,POINT (457956.21875 305948.53125),-1.144803509969674,52.64818427509506
240,261873482,True,POINT (458259.21875 305987.5),-1.1403186474085705,52.64850216082993
241,1477733391,True,POINT (458055.96875 306214.875),-1.143282541043442,52.65056771237875
242,825294748,True,POINT (457831.75 306125.3125),-1.1466120925757348,52.649786566374104
243,825294760,True,POINT (457956.28125 306272.0625),-1.1447458630898537,52.651092392704804
244,9832602,True,POINT (458219.1875 305578.90625),-1.14098221776092,52.6448337266602
245,9832609,True,POINT (458238.9375 305566.25),-1.140692586743241,52.64471784795801
246,1322747448,True,POINT (458210.09375 305641.9375),-1.141105506258889,52.64540126918357
247,9832603,True,POINT (458254.78125 305473.96875),-1.1404747103157429,52.643886662345324
248,373878941,True,POINT (458187.53125 305592.25),-1.1414476771820694,52.644957058959434
249,199244081,True,POINT (458434.875 305170.59375),-1.1378669993930342,52.641140389484434
250,1322749991,True,POINT (458253.6875 305917.375),-1.1404127504036827,52.647872421881026
251,1322747255,True,POINT (458247.125 305918.875),-1.1405094716942907,52.64788660819758
252,1941825848,True,POINT (458465.71875 305111.71875),-1.1374216453456734,52.640607864209265
253,199244102,True,POINT (458510.75 305209.75),-1.1367389071512026,52.6414841924824
254,1322749255,True,POINT (458140.40625 305937.5),-1.1420833673940016,52.6480654481824
255,1941825836,True,POINT (458456.5625 305068.71875),-1.1375645408445891,52.64022233492227
256,9832607,True,POINT (458488.40625 305084.34375),-1.137091249274851,52.64035935856093
257,9832614,True,POINT (458499.0625 305090.46875),-1.1369327069540212,52.64041326783496
258,1941825817,True,POINT (458515.28125 305041.25),-1.1367017628792537,52.639969110325474
259,9832615,True,POINT (458525.4375 305049.59375),-1.1365502169405832,52.64004301656817
260,9922687,True,POINT (458605.5625 305010.40625),-1.135373225907501,52.63968214144972
261,9922686,True,POINT (458567.84375 304984.21875),-1.1359351943537046,52.63945081448266
262,199244042,True,POINT (458699.78125 305072.90625),-1.1339699602063122,52.640233770330966
263,1632846189,True,POINT (458570.46875 304977.4375),-1.1358976084465944,52.63938957714958
264,13894882,True,POINT (458559.9375 304978.125),-1.1360530951883492,52.639396891241006
265,199244046,True,POINT (458679.0625 305099.53125),-1.13427137989278,52.640475330613754
266,1646669986,True,POINT (458737.96875 305100.53125),-1.1334007897616982,52.64047795845054
267,1632846221,True,POINT (458682.75 305044.15625),-1.1342267176349243,52.63997718411871
268,1632846206,True,POINT (458540.71875 304999.3125),-1.136333319162198,52.63958940876634
269,1632846173,True,POINT (458517.1875 304943.625),-1.1366908677915715,52.63909138400229
270,9832616,True,POINT (458573.375 304962.84375),-1.1358572504311786,52.639258085353525
271,9922803,True,POINT (458487.6875 304905.90625),-1.137133422927059,52.63875551578569
272,20948342,True,POINT (458608.375 304907.375),-1.1353499248857308,52.63875572227942
273,1024927237,True,POINT (458496.125 304926.90625),-1.137005039399128,52.63894337069934
274,18659802,True,POINT (458437.28125 304878.0625),-1.1378831281958688,52.638510656553954
275,9922807,True,POINT (458318.25 304691.6875),-1.1396747432277314,52.636848166897614
276,24643908,True,POINT (458653.90625 304936.65625),-1.1346719782797496,52.63901401255324
277,1632846172,True,POINT (458630.125 304862.0625),-1.1350365859908722,52.63834607733627
278,1674993253,True,POINT (458429.21875 304892.15625),-1.1379997668144055,52.638638207469754
279,1674993233,True,POINT (458409.15625 304849.0625),-1.1383038125092173,52.638253006302826
280,7233910601,True,POINT (458312.5625 304683.5625),-1.1397602084530771,52.63677574362477
281,24643899,True,POINT (458581.875 304837.40625),-1.1357538717312268,52.63812965052423
282,9832619,True,POINT (458797.15625 305127.0625),-1.1325215048613384,52.64071004175081
283,1646669981,True,POINT (458780.4375 305114.65625),-1.1327707512426852,52.64060033373607
284,9922690,True,POINT (458830.40625 305157.8125),-1.1320247227527336,52.640982846761084
285,1038787644,True,POINT (458817.125 305137.53125),-1.1322245786835274,52.640801982076916
286,1646654725,True,POINT (458758.65625 305098.59375),-1.133095450654679,52.640458307470425
287,1646669987,True,POINT (458770.25 305080.90625),-1.1329272817725393,52.6402980670251
288,9922689,True,POINT (458789.125 305135.25),-1.1326387217154499,52.64078450507633
289,2368799727,True,POINT (458860.53125 305112),-1.1315877371639584,52.640567792264285
290,9832624,True,POINT (459119.59375 305100.3125),-1.1277618553415638,52.64043462845655
291,197739223,True,POINT (459216.46875 305033.5625),-1.126342362863494,52.63982409207168
292,1322749628,True,POINT (459162.6875 305057.8125),-1.1271326961815644,52.64004792229058
293,248456993,True,POINT (459369.5625 304891.84375),-1.1241056910773668,52.63853353394033
294,1322746160,True,POINT (459183.75 305066.6875),-1.1268198872024553,52.64012540434141
295,1646684603,True,POINT (459110.0625 305094.3125),-1.1279037633292162,52.64038173277531
296,6237657152,True,POINT (459393.5 304917.40625),-1.1237474114225625,52.638760692315444
297,248456773,True,POINT (459188.9375 305101.5625),-1.1267369949153376,52.64043831942687
298,1632846263,True,POINT (458852.40625 305182.53125),-1.1316952432537244,52.64120265461922
299,17195228,True,POINT (458751.5 305110.5),-1.1331990780015282,52.640566102344884
300,9832629,True,POINT (459183.96875 305040.25),-1.1268213857839982,52.63988774259558
301,20980538,True,POINT (459152.125 304984.21875),-1.1273019302616472,52.63938756161013
302,9832637,True,POINT (459388.1875 304795),-1.1238478842440047,52.637661003907
303,199221474,True,POINT (459151.5625 304968.125),-1.127313119867837,52.63924296138184
304,20980537,True,POINT (459056.84375 304999.75),-1.128707018308899,52.63953752479273
305,9832639,True,POINT (459383.03125 304764.3125),-1.123929578180541,52.63738572738915
306,1038788247,True,POINT (459228.125 304971.96875),-1.1261811600963505,52.63926917662175
307,1646684608,True,POINT (459012.9375 305036.84375),-1.1293491543176373,52.63987571582628
308,1646684590,True,POINT (459028.03125 304965.5),-1.1291388613920512,52.639232791533864
309,1646684583,True,POINT (459101.84375 305054),-1.128032408827225,52.64002027045486
310,9832634,True,POINT (459453.59375 304814.40625),-1.1228780028789942,52.63782829227293
311,248456990,True,POINT (459534.65625 304837),-1.121676213891261,52.63802250995682
312,13889061,True,POINT (459477.21875 304767.5625),-1.1225373593073646,52.63740464583181
313,9832635,True,POINT (459431.53125 304819.59375),-1.1232030509134365,52.63787733294457
314,1039362277,True,POINT (459544.75 304845.8125),-1.1215254886983401,52.63810061720331
315,248456989,True,POINT (459517.1875 304916.84375),-1.121919954152305,52.63874211071314
316,9832643,True,POINT (459470.75 304749.9375),-1.1226361048115903,52.6372469282066
317,21036430,True,POINT (459493.4375 304789.0625),-1.1222938578622226,52.63759612769809
318,248456994,True,POINT (459469 304915.90625),-1.122632122249146,52.6387389565958
319,17138456,True,POINT (459475.84375 304701.0625),-1.122569631723742,52.63680705014139
320,20973249,True,POINT (459456.65625 304731.375),-1.1228476778692156,52.637081617451024
321,13889063,True,POINT (459399.78125 304729.6875),-1.1236883119237238,52.63707266525928
322,24796664,True,POINT (459352.09375 304738.53125),-1.1243913103928618,52.63715736622103
323,1502267781,True,POINT (459405.46875 304725.8125),-1.1236049747252643,52.637037212830116
324,26942052,True,POINT (459323.1875 304736.71875),-1.124818727637553,52.637144228766736
325,9832645,True,POINT (459451.8125 304505.125),-1.122959904880834,52.63504846149382
326,4506804936,True,POINT (459451.8125 304727.46875),-1.122919946561731,52.63704703511444
327,26942048,True,POINT (459438.15625 304508.3125),-1.1231610946237303,52.63507860575127
328,1043059266,True,POINT (459443.96875 304456.25),-1.1230845730389702,52.634609997862555
329,6193449192,True,POINT (459436.46875 304592.96875),-1.1231708169164996,52.635839737050595
330,26942039,True,POINT (459429.34375 304458.6875),-1.123300208118607,52.63463350627433
331,26942061,True,POINT (459402.0625 304515.46875),-1.1236930723496454,52.63514687497381
332,1828911409,True,POINT (459438.4375 304436.34375),-1.1231698692336627,52.634431671799604
333,1043059267,True,POINT (459456.0625 304445.75),-1.1229077843305186,52.634514294690064
334,6193452733,True,POINT (459413.15625 304619.375),-1.1235105080744927,52.63607964173308
335,1779401090,True,POINT (459350.8125 304475.125),-1.1244574980182835,52.634789834397765
336,26942046,True,POINT (459348.8125 304525.0625),-1.1244780882313496,52.63523892443482
